filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped,filehealth_totimp_min,filehealth_checksumfail_min,filehealth_niblockid_min,filehealth_fbias0510_min,filehealth_fbias1020_min,filehealth_fbias2030_min,filehealth_fbias30_min,filehealth_totimp_N,filehealth_checksumfail_N,filehealth_niblockid_N,filehealth_fbias0510_N,filehealth_fbias1020_N,filehealth_fbias2030_N,filehealth_fbias30_N
Lup041 back pre.cwa,FALSE,FALSE,TRUE,1.01034641381253,1.00457482674109,1.03144176687539,0.0164238310090026,0.0212312226871962,-0.0256409701421924,-0.00137956698480963,0.00105003205820869,-0.00033539662766801,0.02409,0.00459,43827,173,"recalibration done, no problems detected",28.6753911273486,not extracted,0, , , , , , , , , , , , , , 
Lup042 back pre.cwa,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,0,0,0.02532,,6302,39,recalibration not done because not enough points on all sides of the sphere,34.1852270967742,not extracted,1,0,0,237.432079593341,,,,,0,0,11246,,,,
Lup043 Back pre.cwa,FALSE,FALSE,FALSE,0.994339660325591,1.01528510807837,1.03560854606098,0.0285915301728538,0.0496720307708919,0.00594450305063895,0,0,0,0.02966,0.00545,38637,154.927777777778,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",30.0037025806452,not extracted,0,60.0408590714137,0,60.0408590714137,,,,,2,0,2,,,,
Lup044 backpre.cwa,FALSE,FALSE,FALSE,0.950768015437353,0.999658504734999,1.01274975877936,0.000817491606811,0.00612794867695512,0.0208161344291153,0,0,0,0.01941,0.00704,45289,172,"recalibration done, but temperature values not used",29.0996117870722,not extracted,1,12.9598304271698,0,12.9598304271698,,,,,4,0,4,,,,
Lup045 back pre.cwa,TRUE,TRUE,TRUE,0.976438415375802,1.01819159018239,1.04583046517131,0.00546428608923492,0.0315051015674951,0.0290548058991784,2.74630566806155e-06,-6.5277388038554e-05,0.000130736854795684,0,0.00382,0,168.894444444444,"recalibration done, no problems detected","",not extracted,0, , , , , , , , , , , , , , 
Lup046 back pre.cwa,FALSE,FALSE,FALSE,1.00754702308911,0.993393296477056,1.01486765053341,0.00907420314360191,0.034804030150312,0.010573793933627,0,0,0,0.02574,0.00774,49627,172.997222222222,"recalibration done, but temperature values not used",30.7231587657784,not extracted,0, , , , , , , , , , , , , , 
Lup047 back pre.cwa,TRUE,TRUE,FALSE,1.00509608183701,0.989711098183672,1.01146034272393,0.00328295712916535,0.0152798560667472,0.0358673270062866,0,0,0,0,0.00517,0,169,"recalibration done, but temperature values not used","",not extracted,0, , , , , , , , , , , , , , 
Lup048 back pre.cwa,FALSE,FALSE,TRUE,0.996547076555088,1.00632550958668,1.02209228909595,0.00354667215455372,0.0498488198815489,-9.50166274695066e-05,-0.000221849361677065,0.0013272197106231,-0.00274840779257303,0.03547,0.00502,41389,169,"recalibration done, no problems detected",30.2966111924686,not extracted,0,0,0,0.0385107437769572,,,,,0,0,2,,,,
Lup049 back pre.cwa,FALSE,FALSE,TRUE,1.02728225948465,1.02660576923189,1.02705151812998,0.00389864588529935,0.0443147293317879,-0.0120442483030289,0.000101830994424321,0.000885246576734935,-0.00239727403145488,0.05679,0.00473,43666,172,"recalibration done, no problems detected",28.721272651357,not extracted,0, , , , , , , , , , , , , , 
Lup050 back pre.cwa,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,0.0321, ,56354,192,recalibration not done because not enough points on all sides of the sphere,26.2010967490247,not extracted,0,0,0,0.401358238855998,,,,,0,0,19,,,,
Lup051 back pre.cwa,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,0.02362,,61113,210,recalibration not done because not enough points on all sides of the sphere,31.3344196428571,not extracted,0, , , , , , , , , , , , , , 
Lup052 back pre.cwa,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,0,0,0.04181,,64623,214,recalibration not done because not enough points on all sides of the sphere,28.1422128654971,not extracted,0,0,0,0.116128849983215,,,,,0,0,6,,,,
Lup054 back pre.cwa,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,0.02057,,69860,239,recalibration not done because not enough points on all sides of the sphere,27.8222065762004,not extracted,1, , , , , , , , , , , , , , 
Lup055 back pre.cwa,FALSE,FALSE,TRUE,0.974465368723985,1.02063437608263,1.03744047467106,-0.00841994087101609,0.0467191403791261,-0.00201881495472003,-0.000226881140552379,0.0100919853993687,0.000222283852950235,0.04243,0.0046,20113,89,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",32.9185730878187,not extracted,0, , , , , , , , , , , , , , 
