filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped
Lup006 pre thigh.cwa,FALSE,FALSE,TRUE,1.01517087494252,1.01481060865039,1.02283169772475,0.0226059376623539,0.0402418057917412,-0.0258639252917442,-0.00231612895514793,0.00276236590598922,-0.00324246547204158,0.04234,0.00343,45418,173.997222222222,"recalibration done, no problems detected",30.5469869440459,not extracted,0
