filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped,filehealth_totimp_min,filehealth_checksumfail_min,filehealth_niblockid_min,filehealth_fbias0510_min,filehealth_fbias1020_min,filehealth_fbias2030_min,filehealth_fbias30_min,filehealth_totimp_N,filehealth_checksumfail_N,filehealth_niblockid_N,filehealth_fbias0510_N,filehealth_fbias1020_N,filehealth_fbias2030_N,filehealth_fbias30_N
Lup033 thigh pre.cwa,FALSE,FALSE,TRUE,0.979878551975428,0.990952594503554,1.01619804003799,-0.00504369815523872,-0.0022300739253274,0.00733742165161847,0.000525497753297657,-0.000203603852403112,-0.00237342232222171,0.01088,0.00394,31328,127.997222222222,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",33.6328302144249,not extracted,0, , , , , , , , , , , , , , 
Lup034 thigh pre.cwa,FALSE,FALSE,FALSE,1.02510940999341,1.02111436335037,1.02983482997243,-0.0068125817977949,0.0599082618743897,-0.0448265323366304,0,0,0,0.04182,0.0055,41656,172,"recalibration done, but temperature values not used",28.5545584551148,not extracted,0, , , , , , , , , , , , , , 
Lup035 thigh pre.cwa,FALSE,FALSE,TRUE,0.997700445252976,1.00492395189944,1.02241600814867,0.010095312848431,0.000103736509566409,0.0455043974096311,-0.000260893444754084,-0.00070401260150284,-0.00067128723964785,0.02246,0.00294,41380,169,"recalibration done, no problems detected",30.0115148584906,not extracted,0,0,0,0.0635222355524699,,,,,0,0,3,,,,
Lup036 thigh pre.cwa,FALSE,FALSE,FALSE,1.0087222527459,0.999321140774164,1.02555087935281,0.00356645415250025,0.00173577425651861,0.0447893652679543,0,0,0,0.03082,0.00487,44914,155.997222222222,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",31.8166568910256,not extracted,0,0,0,0.0848884026209513,,,,,0,0,4,,,,
Lup037 thigh pre.cwa,FALSE,FALSE,TRUE,1.01387141474186,0.999230089886582,1.01933792498967,0.00399043232390229,0.00668639915826704,-0.0149690034993559,-0.000687607650899309,0.00043860825824216,0.00133724652031288,0.01618,0.00484,45114,169,"recalibration done, no problems detected",27.0565391440501,not extracted,0, , , , , , , , , , , , , , 
Lup038 thigh pre.cwa,FALSE,FALSE,TRUE,1.03389438679504,1.01505127296433,1.02289395970697,0.00803718073363021,0.0227917817679805,0.00689573078574762,-0.000464327656702977,0.00262988427833804,-9.91167372468558e-05,0.02866,0.00832,43174,169,"recalibration done, no problems detected",27.4084503787879,not extracted,0, , , , , , , , , , , , , , 
Lup039 Thigh pre.cwa,FALSE,FALSE,TRUE,0.972570578772499,1.00519774662661,1.01671905051104,-0.00809703327997824,-0.00320570326618703,0.0162285016543421,0.00147882879687724,-0.000216860309988277,0.00379755871140156,0.01773,0.00479,49175,172.997222222222,"recalibration done, no problems detected",26.3463143006263,not extracted,0,0,0,0.0849753777186076,,,,,0,0,4,,,,
Lup040 thigh pre.cwa,FALSE,FALSE,TRUE,0.962318255998014,0.997636907518506,1.02326432549563,0.00623365069938649,0.00738509938330729,0.0191783078116587,-0.000926240320575591,-0.00299336659553528,0.000955138927769048,0.01648,0.00385,10916,50,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",34.04074,not extracted,0, , , , , , , , , , , , , , 
Lup041 thigh pre.cwa,FALSE,FALSE,TRUE,1.02077118263049,1.01091225067982,1.03204448246717,0.00573213174090086,0.0469504337655333,-0.00321423965584347,-0.00791960636441731,0.00223741871856501,-4.41282669582597e-05,0.03159,0.00421,16054,71,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",32.2847598591549,not extracted,0, , , , , , , , , , , , , , 
Lup042 thigh pre.cwa,FALSE,FALSE,FALSE,1.03789729391924,0.971000198841761,1.0081416462643,0.00270728314741308,0.0234831792514084,-0.013086547869603,0,0,0,0.02667,0.00876,43916,173,"recalibration done, but temperature values not used",26.7135604188482,not extracted,0, , , , , , , , , , , , , , 
